OptionName,Sharpe_Long,Sharpe_Short,PoP_Long,PoP_Short,VaR_Long,VaR_Short,CVaR_Long,CVaR_Short,Payout_Long,Payout_Short,Premium_Efficiency_Long,Premium_Efficiency_Short,Breakeven_Long,Breakeven_Short,Breakeven_Long_Pct,Breakeven_Short_Pct,MarketScenario,UserMarketView
اختيارخ فصبا-4400-14031114,-12.27867982391398,-21.23080219511427,0.01,0.0,-553745.7658259354,-849257.5712942414,-589164.1397845316,-892622.4927478633,-0.36529286907697883,-697.1778440153233,9.09090909090909e-07,1000,5719.129367850644,4576.343335983761,16.66930574970713,-6.64334279918889,Bearish Market,bearish
اختيارخ توان-16000-14031002,6.901366563590341,-411.2793598130952,79.25,0.0,-35393.23236484105,-1721230.9317208354,-55115.951997188495,-1739751.2952806067,0.003503801841907247,-0.25231775818901025,1.2196609342602757e-07,6570000,24281.350104536425,22646.80655644395,0.5647136240895634,-6.204984235063371,Bearish Market,bearish
اختيارخ توان-19000-14031002,-42.96597685378293,-153.32605541364316,0.01,0.0,-235926.46915239745,-679815.3837046946,-256585.15982834587,-698467.5779992836,-0.031957385646501905,-0.13393278037069187,1.8518518518518518e-07,4610000,24483.03411507454,23690.345715447125,1.4000170431747394,-1.883016295518225,Bearish Market,bearish
اختيارخ بساما-5829-14040207,0.18284198229284898,-0.262178723544436,53.580000000000005,45.26,-1216939.4062218533,-1515925.7461709592,-1563245.107205047,-1925248.8165806455,0.04549401729880656,-0.0572411410886808,4.625774817281895e-07,2137780,7514.522661649175,7503.355292557706,24.002024119623332,23.817744101612305,Bearish Market,bearish
اختيارخ موج-11000-14031219,-4.126520125913333,-12.019390155822764,3.15,0.0,-2518863.206616661,-5223600.330313931,-2802194.8062862675,-5564413.1612270735,-0.10990604869231813,-0.576062401287342,8.064516129032257e-08,7003000,25066.456123190394,19285.102973751993,21.83559892675413,-6.264688569301091,Bearish Market,bearish
اختيارخ توان-16000-14031219,0.8991591321376421,-2.797862114227605,67.38,9.66,-980441.1106573646,-2440538.8771378496,-1313699.0225980096,-2833421.2097368906,0.03913784881586665,-0.12179654133531057,1.0526315789473685e-07,8800000,27316.009877835684,26566.158626287255,13.13319477256445,10.027577661160713,Bearish Market,bearish
اختيارخ آساس-45000-14031226,-3.4773146793327125,-0.19071841739546253,4.79,47.29,-5817327.141142207,-3105731.170988696,-6569241.661421282,-3877710.404089298,-0.35193170925891437,-0.028429866989124718,1.1778563015312132e-07,5350000,57641.018821321515,54257.34338481096,22.959637402025514,15.74159175905747,Bearish Market,bearish
اختيارخ تيام-13000-14031226,-4.577697547938064,-0.2611548604714695,1.79,46.339999999999996,-1849466.7444650666,-885353.1348040643,-1950708.8926026148,-1109137.2182822004,-0.5407548020648385,-0.06977116695484673,5.05050505050505e-07,850000,16142.502560168186,14924.810444481267,25.10658420652705,15.66930515757008,Bearish Market,bearish
اختيارخ توان-15000-14031219,0.8435873193493854,-2.200880548241929,66.14,15.590000000000002,-990748.6897090777,-2239252.593596644,-1326901.3649624533,-2618039.882149459,0.033886168282801624,-0.08443814671398751,9.532888465204957e-08,10001000,27305.297717099278,26781.473057089017,13.088828813830112,10.919333431720911,Bearish Market,bearish
اختيارخ توان-17000-14031219,-5.462530233490769,-2.9115779960564954,0.62,8.76,-3488610.301282716,-2523711.0478672315,-3803344.3776413887,-2895721.033934248,-0.19297682373361433,-0.1454522501845474,9.090909090909091e-08,7750000,29994.05006193722,26512.597822605225,24.22468445614918,9.805747867489023,Bearish Market,bearish
اختيارخ توان-18000-14031219,-0.39177831693179865,-1.358722323730874,42.54,27.250000000000004,-1459265.6362735794,-1931947.9202924198,-1814490.6183423204,-2295252.7658423744,-0.017113716520450486,-0.07082803593032769,1.25e-07,7343000,27851.61791465599,27147.828954274108,15.3514927092814,12.436649220435324,Bearish Market,bearish
اختيارخ بساما-5413-14040207,0.347210269858733,-0.7743243451266973,57.330000000000005,33.98,-1136287.7053826614,-1787832.7941870997,-1431166.6068417926,-2194560.74428605,0.05997896168760147,-0.13064422580010823,3.2524979184013324e-07,2882400,7474.320132919887,7384.98118018814,23.33861605478362,21.864375910695365,Bearish Market,bearish
اختيارخ موج-10000-14031219,-2.928271951770193,-13.628314606028294,9.06,0.0,-2096862.479756745,-5732099.763830317,-2379337.10287439,-6032752.828912453,-0.0732270313123669,-0.606406479058564,7.692307692307692e-08,7500000,24637.969693734147,18746.281288710765,19.75293911604037,-8.883633281273628,Bearish Market,bearish
اختيارخ فصبا-5000-14031114,-13.362516786843269,6.8368438085925405,0.0,98.53,-488000.0,51987.45094862889,-488000.0,11235.579871793982,-0.7875779507135702,0.6556081061402731,2.0491803278688526e-06,301000,5706.651267411697,5512.200868904775,16.414754537162324,12.44799814167228,Bearish Market,bearish
اختيارخ توان-17000-14031002,-68.06752354444163,-106.15702695188611,0.0,0.0,-336821.4633791798,-489746.59017032577,-356761.87980214227,-508747.8856526548,-0.036436302680324696,-0.06275407792611247,1.3333333333333334e-07,6800000,24583.374418824846,23880.992292572708,1.8155908835156165,-1.0934259988705453,Bearish Market,bearish
اختيارخ خپارس-650-14031009,-744.4341753764966,-291.0145828406442,0.0,0.0,-546045.0837375586,-217678.45255183312,-547999.0070734685,-219567.57538963624,-0.6343069804654443,-2.1083906660437233,1.176470588235294e-06,100000,1514.0793642134186,757.0396821067093,59.04195002241792,-20.47902498879104,Bearish Market,bearish
اختيارخ رويين-12000-14031226,-1.8485066186112546,-5.565976502022618,18.3,0.16999999999999998,-1198368.4298273374,-2117830.8543277406,-1391439.117408551,-2332670.1749533094,-0.20498294008664042,-3.650517620663106,4.761904761904762e-07,359000,15194.21135503147,13318.103413959854,19.7714910533775,4.9826849594817535,Bearish Market,bearish
اختيارخ فصبا-3600-14031114,-12.21807525803313,-12.89470604125172,0.0,0.0,-552035.651226705,-579219.7408586349,-591878.0442430986,-620723.8745301487,-0.2112111963970074,-0.39543643095501485,5.263157894736842e-07,1074000,5719.129367850644,4860.220120969801,16.66930574970713,-0.8523027137943395,Bearish Market,bearish
اختيارخ توان-14000-14031219,-0.4098452618729469,-2.266594769308183,42.66,14.42,-1467741.3518659743,-2262563.8699392136,-1794568.78168848,-2647747.1743422714,-0.011193047615810489,-0.07869849351002492,8.333333333333334e-08,11000000,27851.61791465599,26780.401841015377,15.3514927092814,10.914896835847498,Bearish Market,bearish
اختيارخ اطلس-40000-14031002,-164.16051929509703,-382.19215930516657,0.0,0.0,-1646515.7158245973,-3642173.3424937315,-1688420.9646134805,-3686939.942208845,-0.08831899696510312,-0.2915480876327705,5.882352941176471e-08,12000000,57193.97313767413,52176.95795015886,3.406207083120827,-5.664512836451163,Bearish Market,bearish
اختيارخ آساس-45000-14031030,-17.15558486701263,-5.886683030989381,0.0,4.01,-4126229.3774976055,-2089578.6865694325,-4394870.567023257,-2357617.5238563498,-0.4957543935609364,-0.5091436202214253,1.5873015873015874e-07,2105000,52713.35475571128,48402.77925473255,12.447960142734926,3.2526542402247394,Bearish Market,bearish
اختيارخ كاريس-20000-14031212,-3.7212091769308766,-2.158890234151426,5.35,16.72,-3010961.654121356,-2420483.5798199316,-3399799.472905458,-2824051.6711899643,-0.11576312006874917,-0.08155958236222093,7.633587786259542e-08,10710000,35247.076775027286,32702.04615592411,18.82505739482616,10.245242072359861,Bearish Market,bearish
اختيارخ توان-11000-14031219,-18.47739536808458,-22.813156146310856,0.0,0.0,-8479974.296427745,-10248006.384344071,-8804353.399413975,-10619802.769963019,-0.324415872032042,-1.4754914748992467,4.545454545454546e-08,6004000,35350.1304301403,18214.95811618502,46.40766382331869,-24.56012376812997,Bearish Market,bearish
اختيارف اطلس-45000-14031002,,,0.0,100.0,-15000.0,10000.0,-15000.0,10000.0,-1.0,1.0,6.666666666666667e-05,10000,45138.085642074926,45143.10265726244,-18.390732883610696,-18.381662163691125,Bearish Market,bearish
اختيارف رويين-11000-14031226,,,0.0,100.0,-450000.0,129000.0,-450000.0,129000.0,-1.0,1.0,2.222222222222222e-06,129000,11368.718425218582,11714.629194365043,-10.383742509706906,-7.6570298410449045,Bearish Market,bearish
اختيارف توان-18000-14031002,,,0.0,100.0,-69000.0,2000.0,-69000.0,2000.0,-1.0,1.0,1.4492753623188405e-05,2000,17992.01986546728,18059.247868979983,-25.48345468847679,-25.205020215448403,Bearish Market,bearish
اختيارف موج-20000-14031016,,,0.0,100.0,-800000.0,600000.0,-800000.0,600000.0,-1.0,1.0,1.25e-06,600000,19495.778408625833,19698.859433715686,-5.240699870585042,-4.253623827570296,Bearish Market,bearish
اختيارف توان-19000-14031002,,,0.0,100.0,-100000.0,2000.0,-100000.0,2000.0,-1.0,1.0,1e-05,2000,18964.31740880774,19062.65090648304,-21.456544175573665,-21.0492818120396,Bearish Market,bearish
اختيارف توان-17000-14031002,,,0.0,100.0,-4000.0,2000.0,-4000.0,2000.0,-1.0,1.0,0.00025,2000,17053.83802540192,17055.844831476927,-29.36907009566403,-29.360758618857208,Bearish Market,bearish
اختيارف اطلس-40000-14031002,,,0.0,100.0,-97000.0,11000.0,-97000.0,11000.0,-1.0,1.0,1.0309278350515464e-05,11000,40038.7914054844,40125.08406670966,-27.610212609863673,-27.454196227247042,Bearish Market,bearish
اختيارف آساس-45000-14031030,,,0.0,100.0,-2500000.0,1000.0,-2500000.0,1000.0,-1.0,1.0,4e-07,1000,43670.90793601812,46238.75732265598,-6.84135855621375,-1.363630439319119,Bearish Market,bearish
اختيارخ رويين-9500-14031030,-0.07129251107120048,-7.257688531469587,49.34,1.68,-274660.57008121605,-629725.2797193666,-346826.275021058,-701219.9916381006,-0.0001196666252082862,-0.11192232225783415,2.8304557033682425e-07,3177000,13392.069250120569,13026.261174232981,5.565735851494313,2.6821785766433903,Bearish Market,neutral
اختيارخ اطلس-45000-14031002,-75.81427888822722,-0.01194619021034786,0.0,50.86000000000001,-845785.8741310283,-144881.01500428055,-889519.1550306281,-190904.32509430827,-0.06259285959013496,9.905022947728466e-05,8.928571428571429e-08,10500000,56391.25070767169,55688.86858141955,1.9548918959893191,0.6849911072492221,Bearish Market,neutral
اختيارخ فصبا-2200-14031114,-23.593407597917622,-64.06548958439872,0.0,0.0,-918999.4096408298,-2249281.2067224164,-957489.3562735124,-2289537.172301114,-0.20949544715418064,-2.617964657593975,2.7277686852154937e-07,801000,6099.711431238523,3120.56495143996,24.433117732324018,-36.34098426275071,Bearish Market,neutral
اختيارخ توان-14000-14031002,56.70637667497455,-306.3356994980055,100.0,0.0,165159.2469467956,-1287240.3282801844,146595.05473370673,-1306447.0254692587,0.022807244376754847,-0.13608638486149433,1.0001000100010001e-07,9002000,24080.669497035815,23080.27666864527,-0.26643405659219077,-4.4097052447907625,Bearish Market,neutral
اختيارخ خپارس-600-14031114,-93.97498872943589,-56.25780782552847,0.0,0.0,-629350.861481274,-389646.4320957101,-636585.7198129205,-397818.562532361,-0.6061256433451254,-11.99785376961086,1.01010101010101e-06,30000,1653.3483081604588,655.1002730447101,73.67104077315744,-31.186946108748938,Bearish Market,neutral
اختيارخ خاور-1300-14031009,-160.25084968560333,-246.2127587905737,0.0,0.0,-204391.9087606935,-308536.96057506255,-207167.74244423627,-311503.2607391276,-0.3861910247525515,-29.690448762372423,2e-06,10000,1816.8952370561024,1322.295978079719,14.126585242217482,-16.94120740705283,Bearish Market,neutral
اختيارخ رويين-8500-14031226,-0.7562030480898492,-4.986139622945945,35.68,0.5499999999999999,-943055.0521765891,-1971533.7010915899,-1128436.4907753114,-2190816.6214471064,-0.031060738030892127,-0.29183827102031307,1.8751171948246764e-07,4000000,14906.491182563854,13470.045527510169,17.50347771215397,6.180399870015507,Bearish Market,neutral
اختيارخ آساس-40000-14031226,-1.7690313427863185,-2.913458937834871,19.78,7.489999999999999,-4335196.268146087,-5441268.753946368,-5002473.216643226,-6179193.045758814,-0.12447417393759865,-0.31034047302928613,8.333333333333334e-08,8018000,56035.3893944423,51744.37169119866,19.53451383259164,10.380928561795866,Bearish Market,neutral
اختيارخ نارنج-13000-14031114,-23.66459721831276,-8.014676425048894,0.0,0.16,-2673466.521788783,-1199292.8670646732,-2787432.7245215904,-1311118.6791089515,-0.5601707726762367,-0.759316909295053,2.5e-07,1000000,17677.308955174718,14557.783845438002,24.53194050845169,2.5557157128425656,Bearish Market,neutral
اختيارخ خپارس-600-14031009,-750.9040771511367,-460.8500693972487,0.0,0.0,-545795.9942768657,-337832.5510638683,-547648.5689593917,-339692.757169082,-0.5989190136626981,-11.032429590119056,1.111111111111111e-06,30000,1514.0793642134186,635.9133329696358,59.04195002241792,-33.20238099058448,Bearish Market,neutral
اختيارخ بساما-3747-14031205,-29.11229393286376,-33.745452205095205,0.0,0.0,-5725072.611035624,-6589468.220288094,-5883541.821737875,-6774399.03525647,-0.4417534579213143,-11.646533038559799,8.709617856806914e-08,506822,9026.292518843788,4189.757920673591,48.94872143306581,-30.86208051693744,Bearish Market,neutral
اختيارخ فصبا-4800-14031114,-11.291808060504874,7.781219915684204,0.01,99.69,-522972.25319220644,103326.54929373386,-559501.2228470836,63488.66496514565,-0.5542595109822556,0.4627020051299623,1.4947683109118086e-06,555000,5686.894275050031,5568.352320880036,16.011715117299687,13.593478598123943,Bearish Market,neutral
اختيارخ توان-19000-14031219,-2.689728368159571,-1.1026336340545038,10.97,31.59,-2356903.420209007,-1791845.4466723406,-2678985.7729204753,-2166684.5228655376,-0.13037052132322635,-0.06430253780736045,1.2658227848101266e-07,6455000,28815.712380932546,27267.80515452186,19.3444289953719,12.933547958259917,Bearish Market,neutral
اختيارخ خاور-1500-14031009,-531.0102622127514,-42.95138759434638,0.0,0.0,-654449.5577845254,-63262.678219979636,-657517.452994096,-66746.74279881781,-0.8573191277349829,-0.945648258159325,1.3333333333333334e-06,55000,2271.119046320128,1569.5956075679105,42.65823155277184,-1.4073110824176838,Bearish Market,neutral
اختيارخ موج-8500-14031219,-0.8791484338018166,-3.460744062528119,35.21,5.5,-1436606.6601792078,-2319913.310652344,-1726661.0922143445,-2641102.707040746,-0.019170626907442975,-0.09148015068762898,7.246376811594203e-08,12401000,23888.118442185718,22389.487155162496,16.108284447291332,8.824181759320005,Bearish Market,neutral
اختيارخ خپارس-800-14031009,-691.9195433389666,-105.21753297634604,0.0,0.0,-505899.8881874574,-82851.20201914806,-507766.3561260934,-84774.08486028851,-0.7562110167778247,-0.8929497520780667,1.5151515151515152e-06,85000,1473.7039145010608,893.306824885917,54.800831355153456,-6.165249486773428,Bearish Market,neutral
