OptionName,Score,Side,Type,MarketScenario,UserMarketView
اختيارخ خگستر-4500-1403/12/01,0.3176272393682955,Short,CALL,Bullish High Volatility,neutral
اختيارخ خودرو-3250-1403/12/01,0.29033506835402006,Short,CALL,Bullish High Volatility,neutral
اختيارخ شستا-1600-1404/01/20,0.2652908613357577,Short,CALL,Bullish High Volatility,neutral
اختيارخ اهرم-26000-1403/10/26,0.2630716833004179,Short,CALL,Bullish High Volatility,neutral
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-26000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-22000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,neutral
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bullish High Volatility,neutral
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bullish High Volatility,neutral
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bullish High Volatility,neutral
اختيارف وبملت-3250-1403/11/24,-0.054345457917380324,Short,PUT,Bullish High Volatility,neutral
اختيارف خودران-11000-03/11/28,-0.33192430366037345,Short,PUT,Bullish High Volatility,neutral
اختيارف شستا-650-1403/10/12,-99.99820615960743,Short,PUT,Bullish High Volatility,neutral
اختيارف شستا-850-1403/10/12,-99.99820615960743,Short,PUT,Bullish High Volatility,neutral
اختيارف وبملت-2400-1403/09/28,-100.00079168882979,Short,PUT,Bullish High Volatility,neutral
اختيارف ذوب-500-1403/09/28,-100.0047271438294,Short,PUT,Bullish High Volatility,neutral
اختيارف توان-18000-14031002,-100.0061660190319,Short,PUT,Bullish High Volatility,neutral
اختيارخ ذوب-500-1403/09/28,0.17195530462794004,Long,CALL,Bearish High Volatility,bullish
اختيارخ وبملت-3000-1403/09/28,0.16019602361268734,Long,CALL,Bearish High Volatility,bullish
اختيارخ وبملت-2800-1403/09/28,0.10740491267090013,Long,CALL,Bearish High Volatility,bullish
اختيارخ وبملت-2600-1403/09/28,0.10591750294014471,Long,CALL,Bearish High Volatility,bullish
اختيارخ خساپا-2200-1403/11/24,0.08591552678781285,Long,CALL,Bearish High Volatility,bullish
اختيارخ رويين-10000-14031030,0.07350462630287881,Long,CALL,Bearish High Volatility,bullish
اختيارخ خودرو-2600-1404/01/06,0.06433155909139486,Long,CALL,Bearish High Volatility,bullish
اختيارخ وبملت-2200-1403/09/28,0.05607365094013644,Long,CALL,Bearish High Volatility,bullish
اختيارخ بساما-5413-14040207,0.051480113653909115,Long,CALL,Bearish High Volatility,bullish
اختيارخ وبملت-2400-1403/09/28,0.050361945657765333,Long,CALL,Bearish High Volatility,bullish
اختيارخ فولاد-6000-1403/12/01,0.4504494862620454,Short,CALL,Bearish High Volatility,bullish
اختيارخ شستا-1550-1403/12/08,0.3834360470630702,Short,CALL,Bearish High Volatility,bullish
اختيارخ خودرو-3500-1403/12/01,0.37477343975486876,Short,CALL,Bearish High Volatility,bullish
اختيارخ شستا-1450-1403/12/08,0.3597767061484506,Short,CALL,Bearish High Volatility,bullish
اختيارخ ذوب-500-1403/11/24,0.3449747566901182,Short,CALL,Bearish High Volatility,bullish
اختيارخ فولاد-5500-1403/12/01,0.3258483045302762,Short,CALL,Bearish High Volatility,bullish
اختيارخ خگستر-4500-1403/12/01,0.3088990020298987,Short,CALL,Bearish High Volatility,bullish
اختيارخ خودرو-3250-1403/12/01,0.2769082065921124,Short,CALL,Bearish High Volatility,bullish
اختيارخ اهرم-26000-1403/10/26,0.25923669094109386,Short,CALL,Bearish High Volatility,bullish
اختيارخ اهرم-26000-1403/11/24,0.25757240115522656,Short,CALL,Bearish High Volatility,bullish
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف اهرم-26000-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف اهرم-22000-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bullish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bearish High Volatility,bullish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bearish High Volatility,bullish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bearish High Volatility,bullish
اختيارف وبملت-3250-1403/11/24,-0.04928866111028238,Short,PUT,Bearish High Volatility,bullish
اختيارف خودران-11000-03/11/28,-0.3019120477437113,Short,PUT,Bearish High Volatility,bullish
اختيارف شستا-850-1403/10/12,-99.99838920454546,Short,PUT,Bearish High Volatility,bullish
اختيارف شستا-650-1403/10/12,-99.99838920454546,Short,PUT,Bearish High Volatility,bullish
اختيارف وبملت-2400-1403/09/28,-100.00071090425531,Short,PUT,Bearish High Volatility,bullish
اختيارف ذوب-500-1403/09/28,-100.00424478221416,Short,PUT,Bearish High Volatility,bullish
اختيارف توان-18000-14031002,-100.0055368334164,Short,PUT,Bearish High Volatility,bullish
اختيارخ ذوب-500-1403/09/28,0.12899509752228597,Long,CALL,Bearish High Volatility,bearish
اختيارخ وبملت-3000-1403/09/28,0.1204432794283387,Long,CALL,Bearish High Volatility,bearish
اختيارخ وبملت-2800-1403/09/28,0.0806360287038044,Long,CALL,Bearish High Volatility,bearish
اختيارخ وبملت-2600-1403/09/28,0.07949230419239874,Long,CALL,Bearish High Volatility,bearish
اختيارخ خساپا-2200-1403/11/24,0.060211524731642894,Long,CALL,Bearish High Volatility,bearish
اختيارخ رويين-10000-14031030,0.052374031425825064,Long,CALL,Bearish High Volatility,bearish
اختيارخ خودرو-2600-1404/01/06,0.0520688278090279,Long,CALL,Bearish High Volatility,bearish
اختيارخ وبملت-2200-1403/09/28,0.04192639916872491,Long,CALL,Bearish High Volatility,bearish
اختيارخ بساما-5413-14040207,0.03849471183674586,Long,CALL,Bearish High Volatility,bearish
اختيارخ وبملت-2400-1403/09/28,0.037830299030876924,Long,CALL,Bearish High Volatility,bearish
اختيارخ فولاد-6000-1403/12/01,0.6286524781623055,Short,CALL,Bearish High Volatility,bearish
اختيارخ شستا-1550-1403/12/08,0.5323329373848971,Short,CALL,Bearish High Volatility,bearish
اختيارخ خودرو-3500-1403/12/01,0.5184553067276355,Short,CALL,Bearish High Volatility,bearish
اختيارخ شستا-1450-1403/12/08,0.4725999202089482,Short,CALL,Bearish High Volatility,bearish
اختيارخ ذوب-500-1403/11/24,0.4707411338728908,Short,CALL,Bearish High Volatility,bearish
اختيارخ فولاد-5500-1403/12/01,0.4681384516551792,Short,CALL,Bearish High Volatility,bearish
اختيارخ خگستر-4500-1403/12/01,0.4296351376060458,Short,CALL,Bearish High Volatility,bearish
اختيارخ خودرو-3250-1403/12/01,0.3822362359477002,Short,CALL,Bearish High Volatility,bearish
اختيارخ خگستر-5000-1403/12/01,0.3778771212498542,Short,CALL,Bearish High Volatility,bearish
اختيارخ شستا-1600-1404/01/20,0.3667064495714371,Short,CALL,Bearish High Volatility,bearish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف خساپا-2400-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,bearish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bearish High Volatility,bearish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bearish High Volatility,bearish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bearish High Volatility,bearish
اختيارف وبملت-3250-1403/11/24,-0.03534422773658893,Short,PUT,Bearish High Volatility,bearish
اختيارف خودران-11000-03/11/28,-0.21929130699178323,Short,PUT,Bearish High Volatility,bearish
اختيارف رويين-11000-14031226,-47.22507862010532,Short,PUT,Bearish High Volatility,bearish
اختيارف شستا-850-1403/10/12,-99.9988285123967,Short,PUT,Bearish High Volatility,bearish
اختيارف شستا-650-1403/10/12,-99.9988285123967,Short,PUT,Bearish High Volatility,bearish
اختيارف وبملت-2400-1403/09/28,-100.0005170212766,Short,PUT,Bearish High Volatility,bearish
اختيارف ذوب-500-1403/09/28,-100.00308711433757,Short,PUT,Bearish High Volatility,bearish
اختيارخ ذوب-500-1403/09/28,0.14306463573167108,Long,CALL,Bearish High Volatility,neutral
اختيارخ وبملت-3000-1403/09/28,0.13386972198731437,Long,CALL,Bearish High Volatility,neutral
اختيارخ وبملت-2800-1403/09/28,0.0895211252039116,Long,CALL,Bearish High Volatility,neutral
اختيارخ وبملت-2600-1403/09/28,0.08817767643741138,Long,CALL,Bearish High Volatility,neutral
اختيارخ خساپا-2200-1403/11/24,0.07138029487647232,Long,CALL,Bearish High Volatility,neutral
اختيارخ رويين-10000-14031030,0.059414966385199226,Long,CALL,Bearish High Volatility,neutral
اختيارخ خودرو-2600-1404/01/06,0.05612393049359642,Long,CALL,Bearish High Volatility,neutral
اختيارخ وبملت-2200-1403/09/28,0.046675427712560995,Long,CALL,Bearish High Volatility,neutral
اختيارخ وبملت-2400-1403/09/28,0.04198468531540276,Long,CALL,Bearish High Volatility,neutral
اختيارخ بساما-5413-14040207,0.040160003211676995,Long,CALL,Bearish High Volatility,neutral
اختيارخ فولاد-6000-1403/12/01,0.5684414005579878,Short,CALL,Bearish High Volatility,neutral
اختيارخ شستا-1550-1403/12/08,0.4760380318653103,Short,CALL,Bearish High Volatility,neutral
اختيارخ خودرو-3500-1403/12/01,0.461510416313581,Short,CALL,Bearish High Volatility,neutral
اختيارخ شستا-1450-1403/12/08,0.4377664034194609,Short,CALL,Bearish High Volatility,neutral
اختيارخ ذوب-500-1403/11/24,0.4304928685550492,Short,CALL,Bearish High Volatility,neutral
اختيارخ فولاد-5500-1403/12/01,0.420313168459919,Short,CALL,Bearish High Volatility,neutral
اختيارخ خگستر-4500-1403/12/01,0.3915847921036406,Short,CALL,Bearish High Volatility,neutral
اختيارخ خودرو-3250-1403/12/01,0.3573743932549913,Short,CALL,Bearish High Volatility,neutral
اختيارخ شستا-1400-1404/01/20,0.33020242286571333,Short,CALL,Bearish High Volatility,neutral
اختيارخ اهرم-26000-1403/10/26,0.32530523550428597,Short,CALL,Bearish High Volatility,neutral
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف اهرم-24000-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف خساپا-2400-1403/10/26,-0.0,Long,PUT,Bearish High Volatility,neutral
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bearish High Volatility,neutral
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bearish High Volatility,neutral
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bearish High Volatility,neutral
اختيارف وبملت-3250-1403/11/24,-0.04411594684285821,Short,PUT,Bearish High Volatility,neutral
اختيارف خودران-11000-03/11/28,-0.27315551998207266,Short,PUT,Bearish High Volatility,neutral
اختيارف شستا-650-1403/10/12,-99.99853564049587,Short,PUT,Bearish High Volatility,neutral
اختيارف شستا-850-1403/10/12,-99.99853564049587,Short,PUT,Bearish High Volatility,neutral
اختيارف وبملت-2400-1403/09/28,-100.00064627659575,Short,PUT,Bearish High Volatility,neutral
اختيارف ذوب-500-1403/09/28,-100.00385889292195,Short,PUT,Bearish High Volatility,neutral
اختيارف توان-18000-14031002,-100.005033484924,Short,PUT,Bearish High Volatility,neutral
اختيارخ ذوب-500-1403/09/28,0.21179950676446707,Long,CALL,Bullish Low Volatility,bullish
اختيارخ وبملت-3000-1403/09/28,0.19850937175188088,Long,CALL,Bullish Low Volatility,bullish
اختيارخ وبملت-2800-1403/09/28,0.1337116075176776,Long,CALL,Bullish Low Volatility,bullish
اختيارخ وبملت-2600-1403/09/28,0.13217747040096162,Long,CALL,Bullish Low Volatility,bullish
اختيارخ خساپا-2200-1403/11/24,0.10594814667321749,Long,CALL,Bullish Low Volatility,bullish
اختيارخ رويين-10000-14031030,0.08748782500199143,Long,CALL,Bullish Low Volatility,bullish
اختيارخ خودرو-2600-1404/01/06,0.07238669563749457,Long,CALL,Bullish Low Volatility,bullish
اختيارخ وبملت-2200-1403/09/28,0.07131838017435688,Long,CALL,Bullish Low Volatility,bullish
اختيارخ بساما-5413-14040207,0.06499785710846175,Long,CALL,Bullish Low Volatility,bullish
اختيارخ وبملت-2400-1403/09/28,0.06453898270378956,Long,CALL,Bullish Low Volatility,bullish
اختيارخ فولاد-6000-1403/12/01,0.353112272617525,Short,CALL,Bullish Low Volatility,bullish
اختيارخ خودرو-3750-1403/12/01,0.3360434038500595,Short,CALL,Bullish Low Volatility,bullish
اختيارخ شستا-1550-1403/12/08,0.2955089992798373,Short,CALL,Bullish Low Volatility,bullish
اختيارخ خودرو-3500-1403/12/01,0.29333250597796573,Short,CALL,Bullish Low Volatility,bullish
اختيارخ شستا-1450-1403/12/08,0.2728049449971247,Short,CALL,Bullish Low Volatility,bullish
اختيارخ ذوب-500-1403/11/24,0.2684790954171572,Short,CALL,Bullish Low Volatility,bullish
اختيارخ فولاد-5500-1403/12/01,0.25677002487905637,Short,CALL,Bullish Low Volatility,bullish
اختيارخ خگستر-4500-1403/12/01,0.24042702409403238,Short,CALL,Bullish Low Volatility,bullish
اختيارخ خودرو-3250-1403/12/01,0.220553302892709,Short,CALL,Bullish Low Volatility,bullish
اختيارخ خگستر-5000-1403/12/01,0.21311557941422354,Short,CALL,Bullish Low Volatility,bullish
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-26000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bullish Low Volatility,bullish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bullish Low Volatility,bullish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bullish Low Volatility,bullish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bullish Low Volatility,bullish
اختيارف وبملت-3250-1403/11/24,-0.057541343799956624,Short,PUT,Bullish Low Volatility,bullish
اختيارف خودران-11000-03/11/28,-0.3522926458120936,Short,PUT,Bullish Low Volatility,bullish
اختيارف شستا-650-1403/10/12,-99.99812073863636,Short,PUT,Bullish Low Volatility,bullish
اختيارف شستا-850-1403/10/12,-99.99812073863636,Short,PUT,Bullish Low Volatility,bullish
اختيارف وبملت-2400-1403/09/28,-100.00082938829787,Short,PUT,Bullish Low Volatility,bullish
اختيارف ذوب-500-1403/09/28,-100.00495224591651,Short,PUT,Bullish Low Volatility,bullish
اختيارف توان-18000-14031002,-100.0064596389858,Short,PUT,Bullish Low Volatility,bullish
اختيارخ ذوب-500-1403/09/28,0.159576741290593,Long,CALL,Bullish Low Volatility,bearish
اختيارخ وبملت-3000-1403/09/28,0.14937526399964635,Long,CALL,Bullish Low Volatility,bearish
اختيارخ وبملت-2800-1403/09/28,0.10061376120205112,Long,CALL,Bullish Low Volatility,bearish
اختيارخ وبملت-2600-1403/09/28,0.09905284296829664,Long,CALL,Bullish Low Volatility,bearish
اختيارخ خساپا-2200-1403/11/24,0.07798963509148102,Long,CALL,Bullish Low Volatility,bearish
اختيارخ رويين-10000-14031030,0.063257249513279,Long,CALL,Bullish Low Volatility,bearish
اختيارخ خودرو-2600-1404/01/06,0.05834676740319555,Long,CALL,Bullish Low Volatility,bearish
اختيارخ وبملت-2200-1403/09/28,0.053474246604391755,Long,CALL,Bullish Low Volatility,bearish
اختيارخ بساما-5413-14040207,0.04857976495019749,Long,CALL,Bullish Low Volatility,bearish
اختيارخ وبملت-2400-1403/09/28,0.04832191793903486,Long,CALL,Bullish Low Volatility,bearish
اختيارخ فولاد-6000-1403/12/01,0.48209414559429353,Short,CALL,Bullish Low Volatility,bearish
اختيارخ شستا-1550-1403/12/08,0.4113282078952722,Short,CALL,Bullish Low Volatility,bearish
اختيارخ خودرو-3500-1403/12/01,0.4021205402783141,Short,CALL,Bullish Low Volatility,bearish
اختيارخ شستا-1450-1403/12/08,0.3779338871881345,Short,CALL,Bullish Low Volatility,bearish
اختيارخ ذوب-500-1403/11/24,0.3713072160598999,Short,CALL,Bullish Low Volatility,bearish
اختيارخ فولاد-5500-1403/12/01,0.3506526552062669,Short,CALL,Bullish Low Volatility,bearish
اختيارخ خگستر-4500-1403/12/01,0.3303283328710414,Short,CALL,Bullish Low Volatility,bearish
اختيارخ خودرو-3250-1403/12/01,0.3001763681083466,Short,CALL,Bullish Low Volatility,bearish
اختيارخ شستا-1400-1404/01/20,0.27966381319618877,Short,CALL,Bullish Low Volatility,bearish
اختيارخ اهرم-26000-1403/11/24,0.27880783553946636,Short,CALL,Bullish Low Volatility,bearish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف خساپا-2400-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف نارنج-13000-14031114,-0.0,Long,PUT,Bullish Low Volatility,bearish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bullish Low Volatility,bearish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bullish Low Volatility,bearish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bullish Low Volatility,bearish
اختيارف وبملت-3250-1403/11/24,-0.0415394035781245,Short,PUT,Bullish Low Volatility,bearish
اختيارف خودران-11000-03/11/28,-0.25446537921648266,Short,PUT,Bullish Low Volatility,bearish
اختيارف شستا-850-1403/10/12,-99.99863326446281,Short,PUT,Bullish Low Volatility,bearish
اختيارف شستا-650-1403/10/12,-99.99863326446281,Short,PUT,Bullish Low Volatility,bearish
اختيارف وبملت-2400-1403/09/28,-100.00060319148936,Short,PUT,Bullish Low Volatility,bearish
اختيارف ذوب-500-1403/09/28,-100.00360163339383,Short,PUT,Bullish Low Volatility,bearish
اختيارف توان-18000-14031002,-100.0046979192624,Short,PUT,Bullish Low Volatility,bearish
اختيارخ ذوب-500-1403/09/28,0.17674712965310158,Long,CALL,Bullish Low Volatility,neutral
اختيارخ وبملت-3000-1403/09/28,0.1651669390630225,Long,CALL,Bullish Low Volatility,neutral
اختيارخ وبملت-2800-1403/09/28,0.111380501749755,Long,CALL,Bullish Low Volatility,neutral
اختيارخ وبملت-2600-1403/09/28,0.1099435750352949,Long,CALL,Bullish Low Volatility,neutral
اختيارخ خساپا-2200-1403/11/24,0.0826682829004259,Long,CALL,Bullish Low Volatility,neutral
اختيارخ رويين-10000-14031030,0.0710321660340232,Long,CALL,Bullish Low Volatility,neutral
اختيارخ خودرو-2600-1404/01/06,0.06418434539511424,Long,CALL,Bullish Low Volatility,neutral
اختيارخ وبملت-2200-1403/09/28,0.05948906659576298,Long,CALL,Bullish Low Volatility,neutral
اختيارخ وبملت-2400-1403/09/28,0.053842920283572085,Long,CALL,Bullish Low Volatility,neutral
اختيارخ بساما-5413-14040207,0.04259904863297451,Long,CALL,Bullish Low Volatility,neutral
اختيارخ فولاد-6000-1403/12/01,0.43647801515881735,Short,CALL,Bullish Low Volatility,neutral
اختيارخ شستا-1550-1403/12/08,0.37814597142001727,Short,CALL,Bullish Low Volatility,neutral
اختيارخ خودرو-3500-1403/12/01,0.3715668410530432,Short,CALL,Bullish Low Volatility,neutral
اختيارخ شستا-1450-1403/12/08,0.3396712449742251,Short,CALL,Bullish Low Volatility,neutral
اختيارخ ذوب-500-1403/11/24,0.3292186338246341,Short,CALL,Bullish Low Volatility,neutral
اختيارخ فولاد-5500-1403/12/01,0.32418069182185927,Short,CALL,Bullish Low Volatility,neutral
اختيارخ خگستر-4500-1403/12/01,0.29862763790484126,Short,CALL,Bullish Low Volatility,neutral
اختيارخ خودرو-3250-1403/12/01,0.2836513857726596,Short,CALL,Bullish Low Volatility,neutral
اختيارخ خگستر-5000-1403/12/01,0.2652823806042254,Short,CALL,Bullish Low Volatility,neutral
اختيارخ اهرم-26000-1403/11/24,0.25382928016846673,Short,CALL,Bullish Low Volatility,neutral
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-18000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,Bullish Low Volatility,neutral
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bullish Low Volatility,neutral
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bullish Low Volatility,neutral
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bullish Low Volatility,neutral
اختيارف وبملت-3250-1403/11/24,-0.051363375064683366,Short,PUT,Bullish Low Volatility,neutral
اختيارف خودران-11000-03/11/28,-0.31847895544201477,Short,PUT,Bullish Low Volatility,neutral
اختيارف شستا-850-1403/10/12,-99.99829158057851,Short,PUT,Bullish Low Volatility,neutral
اختيارف شستا-650-1403/10/12,-99.99829158057851,Short,PUT,Bullish Low Volatility,neutral
اختيارف وبملت-2400-1403/09/28,-100.0007539893617,Short,PUT,Bullish Low Volatility,neutral
اختيارف ذوب-500-1403/09/28,-100.00450204174228,Short,PUT,Bullish Low Volatility,neutral
اختيارف توان-18000-14031002,-100.005872399078,Short,PUT,Bullish Low Volatility,neutral
اختيارخ ذوب-500-1403/09/28,0.17218631346616664,Long,CALL,Bearish Low Volatility,bullish
اختيارخ وبملت-3000-1403/09/28,0.16023229768731725,Long,CALL,Bearish Low Volatility,bullish
اختيارخ وبملت-2800-1403/09/28,0.10759173667139399,Long,CALL,Bearish Low Volatility,bullish
اختيارخ وبملت-2600-1403/09/28,0.10579460493074033,Long,CALL,Bearish Low Volatility,bullish
اختيارخ خساپا-2200-1403/11/24,0.08463729840239168,Long,CALL,Bearish Low Volatility,bullish
اختيارخ رويين-10000-14031030,0.07195736778446131,Long,CALL,Bearish Low Volatility,bullish
اختيارخ خودرو-2600-1404/01/06,0.06121678733497001,Long,CALL,Bearish Low Volatility,bullish
اختيارخ وبملت-2200-1403/09/28,0.05596152449233439,Long,CALL,Bearish Low Volatility,bullish
اختيارخ وبملت-2400-1403/09/28,0.05054649181998705,Long,CALL,Bearish Low Volatility,bullish
اختيارخ بساما-5413-14040207,0.04486970593426318,Long,CALL,Bearish Low Volatility,bullish
اختيارخ فولاد-6000-1403/12/01,0.42728102207000335,Short,CALL,Bearish Low Volatility,bullish
اختيارخ شستا-1550-1403/12/08,0.37015151887819325,Short,CALL,Bearish Low Volatility,bullish
اختيارخ خودرو-3500-1403/12/01,0.3552719668748014,Short,CALL,Bearish Low Volatility,bullish
اختيارخ شستا-1450-1403/12/08,0.3356654744309792,Short,CALL,Bearish Low Volatility,bullish
اختيارخ ذوب-500-1403/11/24,0.3318576511132788,Short,CALL,Bearish Low Volatility,bullish
اختيارخ فولاد-5500-1403/12/01,0.3205693802084566,Short,CALL,Bearish Low Volatility,bullish
اختيارخ خگستر-4500-1403/12/01,0.2943625366633222,Short,CALL,Bearish Low Volatility,bullish
اختيارخ خودرو-3250-1403/12/01,0.2709272342030882,Short,CALL,Bearish Low Volatility,bullish
اختيارخ اهرم-26000-1403/11/24,0.24988142878455,Short,CALL,Bearish Low Volatility,bullish
اختيارخ شستا-1600-1404/01/20,0.24662846632464328,Short,CALL,Bearish Low Volatility,bullish
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bearish Low Volatility,bullish
