OptionName,Score,Side,Type,MarketScenario,UserMarketView
اختيارف خودران-11000-03/11/28,-0.331795659297828,Short,PUT,High Volatility,bullish
اختيارف شستا-650-1403/10/12,-99.99821022727272,Short,PUT,High Volatility,bullish
اختيارف شستا-850-1403/10/12,-99.99821022727272,Short,PUT,High Volatility,bullish
اختيارف وبملت-2400-1403/09/28,-100.00078989361702,Short,PUT,High Volatility,bullish
اختيارف ذوب-500-1403/09/28,-100.0047164246824,Short,PUT,High Volatility,bullish
اختيارف توان-18000-14031002,-100.00615203712933,Short,PUT,High Volatility,bullish
اختيارخ ذوب-500-1403/09/28,0.13577840942374758,Long,CALL,High Volatility,bearish
اختيارخ وبملت-3000-1403/09/28,0.12654241058872703,Long,CALL,High Volatility,bearish
اختيارخ وبملت-2800-1403/09/28,0.08474730702246848,Long,CALL,High Volatility,bearish
اختيارخ وبملت-2600-1403/09/28,0.0837531209816348,Long,CALL,High Volatility,bearish
اختيارخ خساپا-2200-1403/11/24,0.06668396249806618,Long,CALL,High Volatility,bearish
اختيارخ رويين-10000-14031030,0.05648904954173798,Long,CALL,High Volatility,bearish
اختيارخ خودرو-2600-1404/01/06,0.050631087018876114,Long,CALL,High Volatility,bearish
اختيارخ وبملت-2200-1403/09/28,0.04430144661471924,Long,CALL,High Volatility,bearish
اختيارخ بساما-5413-14040207,0.043505368094027906,Long,CALL,High Volatility,bearish
اختيارخ وبملت-2400-1403/09/28,0.039740960507304524,Long,CALL,High Volatility,bearish
اختيارخ فولاد-6000-1403/12/01,0.5652365401802096,Short,CALL,High Volatility,bearish
اختيارخ شستا-1550-1403/12/08,0.4803178327946129,Short,CALL,High Volatility,bearish
اختيارخ خودرو-3500-1403/12/01,0.4752407208385476,Short,CALL,High Volatility,bearish
اختيارخ شستا-1450-1403/12/08,0.43139523509588235,Short,CALL,High Volatility,bearish
اختيارخ ذوب-500-1403/11/24,0.4234360334886861,Short,CALL,High Volatility,bearish
اختيارخ فولاد-5500-1403/12/01,0.4155019964180143,Short,CALL,High Volatility,bearish
اختيارخ خگستر-4500-1403/12/01,0.39224992208757375,Short,CALL,High Volatility,bearish
اختيارخ خودرو-3250-1403/12/01,0.34851033191153574,Short,CALL,High Volatility,bearish
اختيارخ خگستر-5000-1403/12/01,0.34291846080897537,Short,CALL,High Volatility,bearish
اختيارخ شستا-1400-1404/01/20,0.337590757356268,Short,CALL,High Volatility,bearish
اختيارف خساپا-2400-1403/10/26,-0.0,Long,PUT,High Volatility,bearish
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,High Volatility,bearish
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,High Volatility,bearish
اختيارف نارنج-13000-14031114,-0.0,Long,PUT,High Volatility,bearish
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,High Volatility,bearish
اختيارف رويين-12000-14031030,-0.0,Long,PUT,High Volatility,bearish
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,High Volatility,bearish
اختيارف اهرم-18000-1403/10/26,-0.0,Long,PUT,High Volatility,bearish
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,High Volatility,bearish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,High Volatility,bearish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,High Volatility,bearish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,High Volatility,bearish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,High Volatility,bearish
اختيارف وبملت-3250-1403/11/24,-0.03929452663315222,Short,PUT,High Volatility,bearish
اختيارف خودران-11000-03/11/28,-0.2455344851357777,Short,PUT,High Volatility,bearish
اختيارف شستا-850-1403/10/12,-99.99869834710744,Short,PUT,High Volatility,bearish
اختيارف شستا-650-1403/10/12,-99.99869834710744,Short,PUT,High Volatility,bearish
اختيارف وبملت-2400-1403/09/28,-100.0005744680851,Short,PUT,High Volatility,bearish
اختيارف ذوب-500-1403/09/28,-100.00343012704174,Short,PUT,High Volatility,bearish
اختيارف توان-18000-14031002,-100.00447420882134,Short,PUT,High Volatility,bearish
اختيارخ ذوب-500-1403/09/28,0.1508661210211038,Long,CALL,High Volatility,neutral
اختيارخ وبملت-3000-1403/09/28,0.14058894387136073,Long,CALL,High Volatility,neutral
اختيارخ وبملت-2800-1403/09/28,0.09431489705412384,Long,CALL,High Volatility,neutral
اختيارخ وبملت-2600-1403/09/28,0.09282884224739295,Long,CALL,High Volatility,neutral
اختيارخ خساپا-2200-1403/11/24,0.07388753031908189,Long,CALL,High Volatility,neutral
اختيارخ رويين-10000-14031030,0.06503793778120279,Long,CALL,High Volatility,neutral
اختيارخ خودرو-2600-1404/01/06,0.05921636096114873,Long,CALL,High Volatility,neutral
اختيارخ وبملت-2200-1403/09/28,0.04909421581328133,Long,CALL,High Volatility,neutral
اختيارخ وبملت-2400-1403/09/28,0.044252336849495436,Long,CALL,High Volatility,neutral
اختيارخ بساما-5413-14040207,0.04199001388445924,Long,CALL,High Volatility,neutral
اختيارخ فولاد-6000-1403/12/01,0.5164947842704971,Short,CALL,High Volatility,neutral
اختيارخ شستا-1550-1403/12/08,0.43407987574924817,Short,CALL,High Volatility,neutral
اختيارخ خودرو-3500-1403/12/01,0.42946123380231593,Short,CALL,High Volatility,neutral
اختيارخ شستا-1450-1403/12/08,0.3960152528003685,Short,CALL,High Volatility,neutral
اختيارخ ذوب-500-1403/11/24,0.3905429853638415,Short,CALL,High Volatility,neutral
اختيارخ فولاد-5500-1403/12/01,0.3777444167577021,Short,CALL,High Volatility,neutral
اختيارخ خگستر-4500-1403/12/01,0.345275027889253,Short,CALL,High Volatility,neutral
اختيارخ خودرو-3250-1403/12/01,0.3141755928729897,Short,CALL,High Volatility,neutral
اختيارخ خگستر-5000-1403/12/01,0.3115108499658138,Short,CALL,High Volatility,neutral
اختيارخ شستا-1400-1404/01/20,0.30443784643393385,Short,CALL,High Volatility,neutral
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,High Volatility,neutral
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,High Volatility,neutral
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-22000-1403/10/26,-0.0,Long,PUT,High Volatility,neutral
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,High Volatility,neutral
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,High Volatility,neutral
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,High Volatility,neutral
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,High Volatility,neutral
اختيارف وبملت-3250-1403/11/24,-0.0490858429119399,Short,PUT,High Volatility,neutral
اختيارف خودران-11000-03/11/28,-0.30351682513375244,Short,PUT,High Volatility,neutral
اختيارف شستا-650-1403/10/12,-99.9983729338843,Short,PUT,High Volatility,neutral
اختيارف شستا-850-1403/10/12,-99.9983729338843,Short,PUT,High Volatility,neutral
اختيارف وبملت-2400-1403/09/28,-100.00071808510639,Short,PUT,High Volatility,neutral
اختيارف ذوب-500-1403/09/28,-100.00428765880218,Short,PUT,High Volatility,neutral
اختيارف توان-18000-14031002,-100.00559276102666,Short,PUT,High Volatility,neutral
اختيارخ ذوب-500-1403/09/28,0.18106974501044537,Long,CALL,Low Volatility,bullish
اختيارخ وبملت-3000-1403/09/28,0.1685098928278307,Long,CALL,Low Volatility,bullish
اختيارخ وبملت-2800-1403/09/28,0.11300757903127889,Long,CALL,Low Volatility,bullish
اختيارخ وبملت-2600-1403/09/28,0.11156421787112585,Long,CALL,Low Volatility,bullish
اختيارخ خساپا-2200-1403/11/24,0.08920006007551283,Long,CALL,Low Volatility,bullish
اختيارخ رويين-10000-14031030,0.07297272216063962,Long,CALL,Low Volatility,bullish
اختيارخ خودرو-2600-1404/01/06,0.06549300862322306,Long,CALL,Low Volatility,bullish
اختيارخ وبملت-2200-1403/09/28,0.059039105979566936,Long,CALL,Low Volatility,bullish
اختيارخ وبملت-2400-1403/09/28,0.05313800465269832,Long,CALL,Low Volatility,bullish
اختيارخ بساما-5413-14040207,0.05055611628342695,Long,CALL,Low Volatility,bullish
اختيارخ فولاد-6000-1403/12/01,0.3915598481712396,Short,CALL,Low Volatility,bullish
اختيارخ شستا-1550-1403/12/08,0.32981835563726636,Short,CALL,Low Volatility,bullish
اختيارخ خودرو-3500-1403/12/01,0.3272743944731281,Short,CALL,Low Volatility,bullish
اختيارخ شستا-1450-1403/12/08,0.31420270657445765,Short,CALL,Low Volatility,bullish
اختيارخ ذوب-500-1403/11/24,0.2991812920911969,Short,CALL,Low Volatility,bullish
اختيارخ فولاد-5500-1403/12/01,0.29242068504557545,Short,CALL,Low Volatility,bullish
اختيارخ خگستر-4500-1403/12/01,0.26882916362528997,Short,CALL,Low Volatility,bullish
اختيارخ خودرو-3250-1403/12/01,0.25071751626731636,Short,CALL,Low Volatility,bullish
اختيارخ خگستر-5000-1403/12/01,0.23592784431293087,Short,CALL,Low Volatility,bullish
اختيارخ شستا-1600-1404/01/20,0.22858643993938565,Short,CALL,Low Volatility,bullish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Low Volatility,bullish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Low Volatility,bullish
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,Low Volatility,bullish
اختيارف خساپا-2400-1403/10/26,-0.0,Long,PUT,Low Volatility,bullish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Low Volatility,bullish
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,Low Volatility,bullish
اختيارف نارنج-13000-14031114,-0.0,Long,PUT,Low Volatility,bullish
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Low Volatility,bullish
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Low Volatility,bullish
اختيارف اهرم-26000-1403/10/26,-0.0,Long,PUT,Low Volatility,bullish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Low Volatility,bullish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Low Volatility,bullish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Low Volatility,bullish
اختيارف وبملت-3250-1403/11/24,-0.05134208602317577,Short,PUT,Low Volatility,bullish
اختيارف خودران-11000-03/11/28,-0.31806115031177595,Short,PUT,Low Volatility,bullish
اختيارف شستا-650-1403/10/12,-99.99829545454546,Short,PUT,Low Volatility,bullish
اختيارف شستا-850-1403/10/12,-99.99829545454546,Short,PUT,Low Volatility,bullish
اختيارف وبملت-2400-1403/09/28,-100.00075227963526,Short,PUT,Low Volatility,bullish
اختيارف ذوب-500-1403/09/28,-100.00449183303085,Short,PUT,Low Volatility,bullish
اختيارف توان-18000-14031002,-100.00585908298031,Short,PUT,Low Volatility,bullish
اختيارخ ذوب-500-1403/09/28,0.13582439889631231,Long,CALL,Low Volatility,bearish
اختيارخ وبملت-3000-1403/09/28,0.12674129524946734,Long,CALL,Low Volatility,bearish
اختيارخ وبملت-2800-1403/09/28,0.0847809765188589,Long,CALL,Low Volatility,bearish
اختيارخ وبملت-2600-1403/09/28,0.08353418497202672,Long,CALL,Low Volatility,bearish
اختيارخ خساپا-2200-1403/11/24,0.06848299422537618,Long,CALL,Low Volatility,bearish
اختيارخ رويين-10000-14031030,0.05633532344007311,Long,CALL,Low Volatility,bearish
اختيارخ خودرو-2600-1404/01/06,0.05017312285550031,Long,CALL,Low Volatility,bearish
اختيارخ وبملت-2200-1403/09/28,0.04425816498671689,Long,CALL,Low Volatility,bearish
اختيارخ وبملت-2400-1403/09/28,0.03969118984867636,Long,CALL,Low Volatility,bearish
اختيارخ بساما-5413-14040207,0.03964265115163766,Long,CALL,Low Volatility,bearish
اختيارخ فولاد-6000-1403/12/01,0.5353423025158824,Short,CALL,Low Volatility,bearish
اختيارخ خودرو-3500-1403/12/01,0.45401786916310205,Short,CALL,Low Volatility,bearish
اختيارخ شستا-1550-1403/12/08,0.45392570273726845,Short,CALL,Low Volatility,bearish
اختيارخ شستا-1450-1403/12/08,0.4213798799688719,Short,CALL,Low Volatility,bearish
اختيارخ ذوب-500-1403/11/24,0.4116365896809775,Short,CALL,Low Volatility,bearish
اختيارخ فولاد-5500-1403/12/01,0.39227914584072465,Short,CALL,Low Volatility,bearish
اختيارخ خگستر-4500-1403/12/01,0.3689579836884185,Short,CALL,Low Volatility,bearish
اختيارخ خودرو-3250-1403/12/01,0.3358485656402455,Short,CALL,Low Volatility,bearish
اختيارخ خگستر-5000-1403/12/01,0.3262184765980997,Short,CALL,Low Volatility,bearish
اختيارخ شستا-1600-1404/01/20,0.31230834934819035,Short,CALL,Low Volatility,bearish
اختيارف شستا-1050-1403/11/10,-0.0,Long,PUT,Low Volatility,bearish
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,Low Volatility,bearish
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,Low Volatility,bearish
اختيارف رويين-12000-14031030,-0.0,Long,PUT,Low Volatility,bearish
اختيارف نارنج-13000-14031114,-0.0,Long,PUT,Low Volatility,bearish
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,Low Volatility,bearish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Low Volatility,bearish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Low Volatility,bearish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Low Volatility,bearish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Low Volatility,bearish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Low Volatility,bearish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Low Volatility,bearish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Low Volatility,bearish
اختيارف وبملت-3250-1403/11/24,-0.03709411346201682,Short,PUT,Low Volatility,bearish
اختيارف خودران-11000-03/11/28,-0.23146170112627515,Short,PUT,Low Volatility,bearish
اختيارف شستا-850-1403/10/12,-99.9987603305785,Short,PUT,Low Volatility,bearish
اختيارف شستا-650-1403/10/12,-99.9987603305785,Short,PUT,Low Volatility,bearish
اختيارف وبملت-2400-1403/09/28,-100.000547112462,Short,PUT,Low Volatility,bearish
اختيارف ذوب-500-1403/09/28,-100.0032667876588,Short,PUT,Low Volatility,bearish
اختيارف توان-18000-14031002,-100.0042611512584,Short,PUT,Low Volatility,bearish
اختيارخ ذوب-500-1403/09/28,0.15093833831859493,Long,CALL,Low Volatility,neutral
اختيارخ وبملت-3000-1403/09/28,0.14049609505002086,Long,CALL,Low Volatility,neutral
اختيارخ وبملت-2800-1403/09/28,0.09461429918551757,Long,CALL,Low Volatility,neutral
اختيارخ وبملت-2600-1403/09/28,0.09288651795861479,Long,CALL,Low Volatility,neutral
اختيارخ خساپا-2200-1403/11/24,0.0747805600063967,Long,CALL,Low Volatility,neutral
اختيارخ رويين-10000-14031030,0.06466400215431123,Long,CALL,Low Volatility,neutral
اختيارخ خودرو-2600-1404/01/06,0.05450376438727273,Long,CALL,Low Volatility,neutral
اختيارخ وبملت-2200-1403/09/28,0.04897441889702045,Long,CALL,Low Volatility,neutral
اختيارخ بساما-5413-14040207,0.0446299708946531,Long,CALL,Low Volatility,neutral
اختيارخ وبملت-2400-1403/09/28,0.04423294521555672,Long,CALL,Low Volatility,neutral
اختيارخ فولاد-6000-1403/12/01,0.49245998738989716,Short,CALL,Low Volatility,neutral
اختيارخ شستا-1550-1403/12/08,0.4144792131740519,Short,CALL,Low Volatility,neutral
اختيارخ خودرو-3500-1403/12/01,0.40931132199358145,Short,CALL,Low Volatility,neutral
اختيارخ شستا-1450-1403/12/08,0.37867443894092856,Short,CALL,Low Volatility,neutral
اختيارخ ذوب-500-1403/11/24,0.3672871139218282,Short,CALL,Low Volatility,neutral
اختيارخ فولاد-5500-1403/12/01,0.36149952904462723,Short,CALL,Low Volatility,neutral
اختيارخ خگستر-4500-1403/12/01,0.3375066152156316,Short,CALL,Low Volatility,neutral
اختيارخ خودرو-3250-1403/12/01,0.30293315597461346,Short,CALL,Low Volatility,neutral
اختيارخ اهرم-26000-1403/10/26,0.2829244941116187,Short,CALL,Low Volatility,neutral
اختيارخ شستا-1600-1404/01/20,0.28062194211018143,Short,CALL,Low Volatility,neutral
اختيارف اهرم-24000-1403/11/24,-0.0,Long,PUT,Low Volatility,neutral
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Low Volatility,neutral
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Low Volatility,neutral
اختيارف ذوب-400-1403/11/24,-0.0,Long,PUT,Low Volatility,neutral
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Low Volatility,neutral
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Low Volatility,neutral
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Low Volatility,neutral
اختيارف اهرم-22000-1403/10/26,-0.0,Long,PUT,Low Volatility,neutral
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Low Volatility,neutral
اختيارف اهرم-26000-1403/10/26,-0.0,Long,PUT,Low Volatility,neutral
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Low Volatility,neutral
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Low Volatility,neutral
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Low Volatility,neutral
اختيارف وبملت-3250-1403/11/24,-0.046700583456799664,Short,PUT,Low Volatility,neutral
اختيارف خودران-11000-03/11/28,-0.2919733777788411,Short,PUT,Low Volatility,neutral
اختيارف شستا-650-1403/10/12,-99.99845041322314,Short,PUT,Low Volatility,neutral
اختيارف شستا-850-1403/10/12,-99.99845041322314,Short,PUT,Low Volatility,neutral
اختيارف وبملت-2400-1403/09/28,-100.0006838905775,Short,PUT,Low Volatility,neutral
اختيارف ذوب-500-1403/09/28,-100.0040834845735,Short,PUT,Low Volatility,neutral
اختيارف توان-18000-14031002,-100.00532643907302,Short,PUT,Low Volatility,neutral
اختيارخ ذوب-500-1403/09/28,0.21244030021830126,Long,CALL,Bullish High Volatility,bullish
اختيارخ وبملت-3000-1403/09/28,0.19826316677836855,Long,CALL,Bullish High Volatility,bullish
اختيارخ وبملت-2800-1403/09/28,0.13408968344399763,Long,CALL,Bullish High Volatility,bullish
اختيارخ وبملت-2600-1403/09/28,0.13210251135802856,Long,CALL,Bullish High Volatility,bullish
اختيارخ خساپا-2200-1403/11/24,0.1048655815276009,Long,CALL,Bullish High Volatility,bullish
اختيارخ رويين-10000-14031030,0.08686975030266497,Long,CALL,Bullish High Volatility,bullish
اختيارخ خودرو-2600-1404/01/06,0.07679406059365054,Long,CALL,Bullish High Volatility,bullish
اختيارخ وبملت-2200-1403/09/28,0.07136785600123412,Long,CALL,Bullish High Volatility,bullish
اختيارخ وبملت-2400-1403/09/28,0.06449885205461156,Long,CALL,Bullish High Volatility,bullish
اختيارخ بساما-5413-14040207,0.06444329885563925,Long,CALL,Bullish High Volatility,bullish
اختيارخ فولاد-6000-1403/12/01,0.3673563467708873,Short,CALL,Bullish High Volatility,bullish
اختيارخ شستا-1550-1403/12/08,0.31511264175033205,Short,CALL,Bullish High Volatility,bullish
اختيارخ خودرو-3500-1403/12/01,0.30876528100447986,Short,CALL,Bullish High Volatility,bullish
اختيارخ شستا-1450-1403/12/08,0.2879137605141231,Short,CALL,Bullish High Volatility,bullish
اختيارخ ذوب-500-1403/11/24,0.2799674885777858,Short,CALL,Bullish High Volatility,bullish
اختيارخ فولاد-5500-1403/12/01,0.26855266487986884,Short,CALL,Bullish High Volatility,bullish
اختيارخ خگستر-4500-1403/12/01,0.2506979379430253,Short,CALL,Bullish High Volatility,bullish
اختيارخ خودرو-3250-1403/12/01,0.2309222754971426,Short,CALL,Bullish High Volatility,bullish
اختيارخ خگستر-5000-1403/12/01,0.22310089201952268,Short,CALL,Bullish High Volatility,bullish
اختيارخ شستا-1600-1404/01/20,0.21424842954002415,Short,CALL,Bullish High Volatility,bullish
اختيارف خودرو-3250-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف خودرو-2800-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف خساپا-2400-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف خودرو-3500-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف اهرم-26000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف اهرم-22000-1403/11/24,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bullish High Volatility,bullish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bullish High Volatility,bullish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bullish High Volatility,bullish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bullish High Volatility,bullish
اختيارف وبملت-3250-1403/11/24,-0.05978445914401173,Short,PUT,Bullish High Volatility,bullish
اختيارف خودران-11000-03/11/28,-0.3689734545604503,Short,PUT,Bullish High Volatility,bullish
اختيارف شستا-650-1403/10/12,-99.99802677556818,Short,PUT,Bullish High Volatility,bullish
اختيارف شستا-850-1403/10/12,-99.99802677556818,Short,PUT,Bullish High Volatility,bullish
اختيارف وبملت-2400-1403/09/28,-100.00087085771277,Short,PUT,Bullish High Volatility,bullish
اختيارف ذوب-500-1403/09/28,-100.00519985821234,Short,PUT,Bullish High Volatility,bullish
اختيارف توان-18000-14031002,-100.00678262093508,Short,PUT,Bullish High Volatility,bullish
اختيارخ ذوب-500-1403/09/28,0.1592100092102945,Long,CALL,Bullish High Volatility,bearish
اختيارخ وبملت-3000-1403/09/28,0.14797086804605183,Long,CALL,Bullish High Volatility,bearish
اختيارخ وبملت-2800-1403/09/28,0.10019794117838508,Long,CALL,Bullish High Volatility,bearish
اختيارخ وبملت-2600-1403/09/28,0.09894088067150397,Long,CALL,Bullish High Volatility,bearish
اختيارخ خساپا-2200-1403/11/24,0.07487798517584376,Long,CALL,Bullish High Volatility,bearish
اختيارخ رويين-10000-14031030,0.06640534451845323,Long,CALL,Bullish High Volatility,bearish
اختيارخ خودرو-2600-1404/01/06,0.06144054223513493,Long,CALL,Bullish High Volatility,bearish
اختيارخ وبملت-2200-1403/09/28,0.053564686469216194,Long,CALL,Bullish High Volatility,bearish
اختيارخ وبملت-2400-1403/09/28,0.048456592049613875,Long,CALL,Bullish High Volatility,bearish
اختيارخ بساما-5413-14040207,0.043776241672169924,Long,CALL,Bullish High Volatility,bearish
اختيارخ فولاد-6000-1403/12/01,0.5113516623240718,Short,CALL,Bullish High Volatility,bearish
اختيارخ خودرو-3750-1403/12/01,0.4877207478884981,Short,CALL,Bullish High Volatility,bearish
اختيارخ شستا-1550-1403/12/08,0.4322400771439606,Short,CALL,Bullish High Volatility,bearish
اختيارخ خودرو-3500-1403/12/01,0.41899096378101447,Short,CALL,Bullish High Volatility,bearish
اختيارخ شستا-1450-1403/12/08,0.38834757406488485,Short,CALL,Bullish High Volatility,bearish
اختيارخ ذوب-500-1403/11/24,0.3855266079318798,Short,CALL,Bullish High Volatility,bearish
اختيارخ فولاد-5500-1403/12/01,0.3724902307306464,Short,CALL,Bullish High Volatility,bearish
اختيارخ خگستر-4500-1403/12/01,0.34752792225873064,Short,CALL,Bullish High Volatility,bearish
اختيارخ خودرو-3250-1403/12/01,0.309979232120802,Short,CALL,Bullish High Volatility,bearish
اختيارخ خگستر-5000-1403/12/01,0.30791853497325594,Short,CALL,Bullish High Volatility,bearish
اختيارف اهرم-15000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-14000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-16000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-24000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-22000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف خودرو-3000-1403/11/03,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف شستا-850-1403/11/10,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-18000-1403/11/24,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-20000-1403/10/26,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف شستا-950-1403/11/10,-0.0,Long,PUT,Bullish High Volatility,bearish
اختيارف اهرم-30000-1403/09/28,-0.0,Short,PUT,Bullish High Volatility,bearish
اختيارف شستا-1650-1403/10/12,-0.0,Short,PUT,Bullish High Volatility,bearish
اختيارف ذوب-600-1403/09/28,-0.0,Short,PUT,Bullish High Volatility,bearish
اختيارف وبملت-3250-1403/11/24,-0.044014552417108506,Short,PUT,Bullish High Volatility,bearish
اختيارف خودران-11000-03/11/28,-0.26826778551068325,Short,PUT,Bullish High Volatility,bearish
اختيارف رويين-12000-14031226,-81.21989344245969,Short,PUT,Bullish High Volatility,bearish
اختيارف شستا-850-1403/10/12,-99.99856492768595,Short,PUT,Bullish High Volatility,bearish
اختيارف شستا-650-1403/10/12,-99.99856492768595,Short,PUT,Bullish High Volatility,bearish
اختيارف وبملت-2400-1403/09/28,-100.00063335106383,Short,PUT,Bullish High Volatility,bearish
اختيارف ذوب-500-1403/09/28,-100.00378171506352,Short,PUT,Bullish High Volatility,bearish
اختيارخ ذوب-500-1403/09/28,0.17688241258757761,Long,CALL,Bullish High Volatility,neutral
اختيارخ وبملت-3000-1403/09/28,0.1657126476530882,Long,CALL,Bullish High Volatility,neutral
اختيارخ وبملت-2800-1403/09/28,0.11179304241103347,Long,CALL,Bullish High Volatility,neutral
اختيارخ وبملت-2600-1403/09/28,0.1097908069776217,Long,CALL,Bullish High Volatility,neutral
اختيارخ خساپا-2200-1403/11/24,0.08423483320861411,Long,CALL,Bullish High Volatility,neutral
اختيارخ رويين-10000-14031030,0.07249045508275581,Long,CALL,Bullish High Volatility,neutral
اختيارخ خودرو-2600-1404/01/06,0.0636278320519322,Long,CALL,Bullish High Volatility,neutral
اختيارخ وبملت-2200-1403/09/28,0.05943795825781739,Long,CALL,Bullish High Volatility,neutral
اختيارخ وبملت-2400-1403/09/28,0.05365806821664352,Long,CALL,Bullish High Volatility,neutral
اختيارخ بساما-5413-14040207,0.050238859176475026,Long,CALL,Bullish High Volatility,neutral
اختيارخ فولاد-6000-1403/12/01,0.4660772050314596,Short,CALL,Bullish High Volatility,neutral
اختيارخ شستا-1550-1403/12/08,0.38979336469944936,Short,CALL,Bullish High Volatility,neutral
اختيارخ خودرو-3500-1403/12/01,0.3816029246865898,Short,CALL,Bullish High Volatility,neutral
اختيارخ شستا-1450-1403/12/08,0.3605142431729877,Short,CALL,Bullish High Volatility,neutral
اختيارخ ذوب-500-1403/11/24,0.354232589445267,Short,CALL,Bullish High Volatility,neutral
اختيارخ فولاد-5500-1403/12/01,0.33547814270930565,Short,CALL,Bullish High Volatility,neutral
